day,hour,gametime,zone,lon,lat,age,r,dist,event,playerId,gameId,messageId,type,year,title,description,titleLength,descriptionLength,content,viewMins
14814,12.645617485046387,34.537083333333335,Woolwich Common,0.06737709045410156,51.48864448070526,0,103,0,message,P576,GA523,MSG43705,timeline_content_global,1968,"The Gypsy Moth IV Yacht leaves Woolwich","Woolwich loses the Gipsy Moth IV, which is to be permanently berthed at Greenwich, London. Woolwich loses one of its famous landmarks.Your community across Woolwich loses 2 wealth points.",39,187,local,0.07278333333333334
14814,12.80006217956543,43.803716666666666,The Barracks,0.06693720817565918,51.486976146698,1,289,0,message,P576,GA523,MSG43785,timeline_content_global,1986,"Woolwich Pubs have strange licensing laws","Many of the local pubs frequented by your community  close at 1030 while the pubs on the opposite side of the river would still be open to 11, your community members run through the river foot tunnel to catch another pint or two before last orders! Your community gains 2 participation points.",41,293,local,0.09493333333333333
14814,12.935942649841309,51.956516666666666,The Town Centre,0.06742537021636963,51.48962080478668,0,41,0,message,P576,GA523,MSG43841,timeline_content_global,2000,"Late at night Woolwich feels unsafe","Across Woolwich many people find that in the evening and at night time Woolwich doesn't feel so safe, there is a lack of police on the streets and the normal daytime friendlyness takes on a different atmosphere.  Your communities lose 3 participation points.",35,258,regional,0.058866666666666664
14814,12.99587345123291,55.552416666666666,The Town Centre,0.06696939468383789,51.49015724658966,0,101,0,message,P576,GA523,MSG43961,timeline_content_global,2009,"A day out at the Arsenal","Many people across Woolwich now go to the Arsenal for a day out.  They walk along the new pathways by the river and stop off at the cafe, visit the heritage centre when interesting exhibitions are on. The Firepower museum is a good place to take visitors. Your community gains 2 wealth, knowledge and participation points.",24,322,local,0.18005
14814,13.69660758972168,3.3964666666666665,,0.0,0.0,0,NA,0,message,P584,GA525,MSG44018,timeline_content_global,1905,"The Artillery Theatre is finally rebuilt","The artillery theatre has finally been rebuilt, it is now very popular for across all your communities.  Some of your community get jobs at the Theatre for your community who are not already employed at the Royal Artillery or the Arsenal. Their wealth, knowledge and participation increase by 2 points.",40,302,local,0.0266
14814,13.697784423828125,3.4671,,0.0,0.0,0,NA,0,message,P584,GA525,MSG44018,timeline_content_global,1905,"The Artillery Theatre is finally rebuilt","The artillery theatre has finally been rebuilt, it is now very popular for across all your communities.  Some of your community get jobs at the Theatre for your community who are not already employed at the Royal Artillery or the Arsenal. Their wealth, knowledge and participation increase by 2 points.",40,302,local,0.0369
14814,13.820229530334473,10.8138,The Marshes,0.07023632526397705,51.491294503211975,0,253,0,message,P584,GA525,MSG44194,timeline_content_global,1918,"Many Arsenal workers lose their jobs","Many community members all over Woolwich lose their jobs and people are worried about their wealth and opportunities for the future. All members of your community lose 1 wealth, knowledge and participation point.",36,212,local,0.05368333333333333
14814,13.909462928771973,16.167783333333333,The Arsenal,0.06980180740356445,51.49340271949768,0,451,0,message,P584,GA525,MSG44335,timeline_content_global,1929,"The First Searchlight Tattoo takes Place","null",40,4,local,0.05765
14814,15.162598609924316,0.7559166666666667,Plumstead,0.06800472736358643,51.489551067352295,1,5,0,message,P591,GA526,MSG44889,timeline_content_global,1900,"Welcome to Woolwich","You have arrived in the town of Woolwich, on the outskirts of London, England.  It has been a long journey and you are far from home.  You need to find a place to stay and settle  in this new place.",19,198,welcome,0.2122
14814,15.172195434570312,1.33175,Plumstead,0.06800472736358643,51.489551067352295,35,5,0,message,P591,GA526,MSG44894,timeline_content_global,1901,"Max arrives in Woolwich","Max and his family finally arrive  in Woolwich after the long journey West. They move into a flat on Thomas Street, above his brother Lipman?s grocers shop.  They live with their parents David and Annie and their married nephew, a journeyman tailor waiting to earn enough money for his wife to move to England. The wealth and participation in your community increases by 2 points.",23,380,family,0.5660666666666667
14814,15.190945625305176,2.45675,Plumstead,0.06800472736358643,51.489551067352295,103,5,0,message,P591,GA526,MSG44908,timeline_content_global,1903,"The electric tram comes to Woolwich","Electric trams are being built across Woolwich, replacing the horse drawn vansl. For communities that live outside the town centre it becomes easier to travel to the Market, to work at the Arsenal and to cross the river.  All the members of your community increase their health and wealth by 1 point.",35,300,local,0.498
14814,15.235841751098633,5.15055,Plumstead,0.06796717643737793,51.48963153362274,0,14,0,message,P591,GA526,MSG44972,timeline_content_global,1909,"Max sets up a tailors workshop","Max sets up a Tailor's workshop in Beresford Square, his familys wealth is improving.  He is beginning to learn the language, make friends, improve business and make a home for the family. Your communities wealth, knowledge and participation increase by 2 points.",30,263,family,0.194
14814,15.244428634643555,5.665733333333334,Plumstead,0.06796717643737793,51.48963689804077,0,15,0,message,P591,GA526,MSG44972,timeline_content_global,1909,"Max sets up a tailors workshop","Max sets up a Tailor's workshop in Beresford Square, his familys wealth is improving.  He is beginning to learn the language, make friends, improve business and make a home for the family. Your communities wealth, knowledge and participation increase by 2 points.",30,263,family,0.14178333333333334
14814,15.249921798706055,5.9953666666666665,Plumstead,0.06796717643737793,51.48963689804077,0,15,0,message,P591,GA526,MSG44977,timeline_content_global,1910,"Max buys shares in The Arsenal Football and Athletics Company","Max is an avid fan of football and support the Arsenal team, going to all their matches with his family.  He buys shares in the company and believes they will go far.  Your community wealth points increase 3 points.",61,215,family,0.14986666666666668
14814,15.259696960449219,6.5818,Plumstead,0.06796717643737793,51.48963689804077,27,15,0,message,P591,GA526,MSG44993,timeline_content_global,1911,"Maxs brother Solomon is doing well","Maxs brother Solomon runs the Boot Makers on Wellington Street, he lives above the shop with his wife and 4 children. All the family get together on Saturdays for a large meal. Its hard to squeeze all the generations and many children into one place, but it makes the family feel at home. Your communities health and participation increase by 1 point.",34,351,family,0.14335
14814,15.339049339294434,11.342966666666667,Plumstead,0.06796717643737793,51.4896422624588,0,15,0,message,P591,GA526,MSG45168,timeline_content_global,1921,"Young girls often miss school","Across Woolwich younger daughters of large families in are being kept away from school to look after the other children and run chores. They miss their education and their friends but earn money and help around the house, as money is still tight families are pulling together to survive.  Their knowledge and participation points decrease by 2 points.",29,351,regional,0.27308333333333334
14814,15.353273391723633,12.196433333333333,Plumstead,0.06796717643737793,51.4896422624588,0,15,0,message,P591,GA526,MSG45182,timeline_content_global,1923,"Midsummer Night's Dream performed at the Nursery School","The munitions worker's nursery is performing Midsummer's Night Dream, many of your community go along to watch their children perform, it is a celebration of community and people are amazed at how good the performance is.  All your community gains 1 health, knowledge and participation point.",55,292,local,0.17615
14814,15.381797790527344,13.907866666666667,Plumstead,0.06796717643737793,51.48963689804077,0,15,0,message,P591,GA526,MSG45197,timeline_content_global,1926,"There is a collision of the Ferry boats","Some of you community are on the ferry when one of the Ferry boats collided with another.  It causes considerable damage with 400 people on board, some people were hurt and many were shaken.  The ferries will be closed for 6 weeks and people using them to get to work will have to find alternative arrangements. They lose 2 health and wealth points.",39,349,local,0.3439833333333333
14814,10.730025291442871,4.801533333333333,Plumstead,0.06774723529815674,51.489529609680176,0,16,0,message,P568,GA522,MSG42347,timeline_content_global,1904,"Your community go for regular walks in the woods","In all your communities across Woolwich many young people and couples enjoy a walk in the woods beyond the common, you can find pheasants and bluebells and nightingale's singing. Youryour communities health and participation improves by 2 points from the exercise and fresh air and the children from different communities playing together.",48,339,local,0.5862666666666667
14814,10.744806289672852,5.6884,The Town Centre,0.06722152233123779,51.48976027965546,0,60,0,message,P568,GA522,MSG42377,timeline_content_global,1908,"A foot tunnel is built under the Thames","Across Woolwich people are exctied as due to much crowding on the ferries, a foot tunnel is being built under the Thames for your community that work on the other side of the river to walk through. This will provide more job opportunies for communities all over Woolwich. All communities health, wealth and participation increase by 2 points.",39,342,local,0.21305
14814,10.947842597961426,17.870516666666667,Plumstead,0.0680851936340332,51.48969054222107,0,22,0,message,P568,GA522,MSG42573,timeline_content_global,1935,"Lipman dies","Maxs family are devasted by the news that the elder brother Lipman dies.  Many of Lipmans and Maxs children remain in Woolwich but the elder generation has now gone.  Your community loses 1 health point and gains 2 participation points",11,235,family,0.18456666666666666
14814,11.0083646774292,21.501883333333332,The Town Centre,0.06831049919128418,51.49064540863037,0,129,0,message,P568,GA522,MSG42613,timeline_content_global,1942,"Life at war in Woolwich","Across Woolwich there are no streetlights. Pavement edges have been painted white so people can see where they are going. All windows are blacked out. Sugar, butter and meat is strictly rationed to four ounces per person per week. Everyone is issued with ration books, identity cards and gas masks. All communities lose 2 wealth points.",23,336,regional,0.1758
14814,12.184581756591797,6.87495,The Town Centre,0.06751120090484619,51.48935258388519,0,36,0,message,P574,GA523,MSG43071,timeline_content_global,1913,"Maxs nephew Velvel moves house","Maxs nephew Velvel becomes a tailor working for Max.  He moves to Creton Street with his wife Fanny, they now have two sons and daughter.  They have to be careful living so close to the Dusthole as it is unsafe and can't go out much at night. Your communities wealth increases by 1 point but their participation loses 2 points.",30,327,family,0.05165
14814,12.193497657775879,7.409866666666667,The Barracks,0.06741464138031006,51.48936867713928,0,42,0,message,P574,GA523,MSG43079,timeline_content_global,1914,"World War One has been declared!","WW1 has been declared.  Across all communities men and women are conscripted. The world begins to rapidly change for all the communities of Woolwich and they all lose 1 health point, check your community members health.",32,219,site,0.0637
14814,12.204019546508789,8.041183333333333,The Town Centre,0.06743073463439941,51.4896959066391,0,44,0,message,P574,GA523,MSG43103,timeline_content_global,1916,"Hard Times for Maxs family","Solomon goes to war, Lipman closes the Boot Makers on Wellington Street, the family gather together to support Solomon's family. Your communities lose 2 wealth points.",26,167,family,0.17456666666666668
14814,12.254434585571289,11.066066666666666,The Town Centre,0.06863772869110107,51.49100482463837,0,173,0,message,P574,GA523,MSG43230,timeline_content_global,1921,"Young girls often miss school","Across Woolwich younger daughters of large families in are being kept away from school to look after the other children and run chores. They miss their education and their friends but earn money and help around the house, as money is still tight families are pulling together to survive.  Their knowledge and participation points decrease by 2 points.",29,351,regional,0.17333333333333334
14814,12.258861541748047,11.331666666666667,The Town Centre,0.06871819496154785,51.491063833236694,0,181,0,message,P574,GA523,MSG43230,timeline_content_global,1921,"Young girls often miss school","Across Woolwich younger daughters of large families in are being kept away from school to look after the other children and run chores. They miss their education and their friends but earn money and help around the house, as money is still tight families are pulling together to survive.  Their knowledge and participation points decrease by 2 points.",29,351,regional,0.03618333333333333
14814,12.311895370483398,14.513716666666667,The Town Centre,0.06784915924072266,51.49096727371216,0,163,0,message,P574,GA523,MSG43352,timeline_content_global,1928,"Jobs become very scarce in Woolwich","Across Woolwich jobs are becoming increasingly scarce, small groups of men wearing war medals sing for money in the town square next to a piano on a hand cart, to earn money for their families.  Your community members lose 2 wealth points and 1 knowledge point.",35,261,regional,0.09703333333333333
14814,12.368693351745605,17.9216,The Town Centre,0.06473779678344727,51.49187386035919,0,346,0,message,P574,GA523,MSG43426,timeline_content_global,1935,"Lipman dies","Maxs family are devasted by the news that the elder brother Lipman dies.  Many of Lipmans and Maxs children remain in Woolwich but the elder generation has now gone.  Your community loses 1 health point and gains 2 participation points",11,235,family,0.0724
14814,12.568460464477539,29.9076,The Town Centre,0.06815493106842041,51.490790247917175,27,143,0,message,P574,GA523,MSG43679,timeline_content_global,1955,"Going to Plumstead Baths","Across Woolwich many community members use the Public Baths with a rolled up towel and a bar of  soap. The attendant stands at the door while the water and says controls the water flow.  Take care the water isn't too hot!  All community members gain 2 health and participation points.",24,284,local,0.029033333333333335
14814,12.657176971435547,35.2306,Plumstead,0.06818711757659912,51.48970127105713,140,26,0,message,P574,GA523,MSG43707,timeline_content_global,1968,"The Gypsy Moth IV Yacht leaves Woolwich","Woolwich loses the Gipsy Moth IV, which is to be permanently berthed at Greenwich, London. Woolwich loses one of its famous landmarks.Your community across Woolwich loses 2 wealth points.",39,187,local,0.16523333333333334
14814,12.995193481445312,55.51156666666667,Plumstead,0.06801009178161621,51.48963689804077,0,15,0,message,P574,GA523,MSG43963,timeline_content_global,2009,"A day out at the Arsenal","Many people across Woolwich now go to the Arsenal for a day out.  They walk along the new pathways by the river and stop off at the cafe, visit the heritage centre when interesting exhibitions are on. The Firepower museum is a good place to take visitors. Your community gains 2 wealth, knowledge and participation points.",24,322,local,0.13836666666666667
14814,12.999500274658203,55.77,Plumstead,0.06801009178161621,51.48963689804077,0,15,0,message,P574,GA523,MSG43967,timeline_content_global,2011,"Please return to the Tramshed as quickly as possible.","Congratulations! Your community has survived for 120 years in Woolwich, you have 35 members remaining.  Please return to the Tramshed as quickly as possible.",53,157,local,0.11023333333333334
14814,13.77495002746582,8.097,The Marshes,0.06968379020690918,51.4907044172287,0,178,0,message,P583,GA525,MSG44112,timeline_content_global,1914,"Despite the war Maxs family business survives","The family are keeping their head above water, Lipman moves the Grocers Shop to Beresford Street and gains alot of trade from the women who now work at the factory, buying their groceries on the way home from work.Your community gains 2 wealth points.",45,251,family,0.47483333333333333
14814,13.788844108581543,8.9307,The Marshes,0.06998419761657715,51.49111211299896,0,226,0,message,P583,GA525,MSG44143,timeline_content_global,1917,"860 cadets killed in the war, many of your community is lost","Tragically 860 cadets, many from your communities have been killed in the war, the same number as the amount of new cadets that joined the Royal Military Academy in 1916.578 were gunners.  All communities are devasted, they lose 1 health and wealth point and 2 knowledge points.",60,278,local,1.4541666666666666
14814,13.817468643188477,10.648116666666667,The Marshes,0.07013976573944092,51.4914608001709,0,264,0,message,P583,GA525,MSG44212,timeline_content_global,1920,"Woolwich Polytechnic reformed","All communities begin to enjoy life again. Meetings and dances take place at the Poly and at the Town Hall. Community spirit is much at the fore.  People take play chess, and take part in debating, drama, Ping-pong, swimming and tennis.  Sports activites have restarted with many people playing football and cricket. All community members health, wealth and participation increase by 2 points.",29,393,regional,0.7039833333333333
14814,13.853086471557617,12.7852,The Arsenal,0.07016658782958984,51.49170219898224,0,287,0,message,P583,GA525,MSG44246,timeline_content_global,1922,"Two new ferrys have been built","All your community joins the launch celebration of the new Ferry Boats, built with coke fired engines, running on steam.  The ferry boats are free for passengers, animals, vehicles and goods. Providing necessary transport for the people of Woolwich to cross the river to work, all community members gain 2 health, wealth and participation points.",30,346,local,0.5589333333333333
14814,13.86902904510498,13.7417,The Arsenal,0.06980717182159424,51.49190068244934,1,295,0,message,P583,GA525,MSG44291,timeline_content_global,1926,"There is a collision of the Ferry boats","Some of you community are on the ferry when one of the Ferry boats collided with another.  It causes considerable damage with 400 people on board, some people were hurt and many were shaken.  The ferries will be closed for 6 weeks and people using them to get to work will have to find alternative arrangements. They lose 2 health and wealth points.",39,349,local,0.9524666666666667
14814,13.947765350341797,18.465916666666665,The Arsenal,0.07101953029632568,51.493558287620544,0,497,0,message,P583,GA525,MSG44394,timeline_content_global,1936,"The circus comes to Woolwich","Across Woolwich your community go to the Town Centre to see the circus arriving, elephants parade down Powis Street. One of the elephants pooed and the trolley bus couldn't drive around it as the poo was so big. A council lorry eventually came to clear it away but traffic came to a standstill.  Health and participation increases by 2 points for all your community.",28,366,regional,1.0180833333333332
14814,13.9661865234375,19.571183333333334,The Arsenal,0.0712287425994873,51.49408936500549,0,557,0,message,P583,GA525,MSG44401,timeline_content_global,1938,"War is declared!","All communities are affected when the Second World War is declared. Many people enlist and the men begin to go off to war. Some members of the community worry that the Anderson shelters ordered have not arrived and there will be nowhere to go if an attack begins.  All community members lose 2 health points.",16,308,regional,0.42988333333333334
14814,14.039924621582031,23.995433333333335,The Arsenal,0.07136285305023193,51.49516224861145,0,671,0,message,P583,GA525,MSG44536,timeline_content_global,1947,"There is a polio outbreak creating a health crisis","Across Woolwich children are tragically contracting Polio which has spread worldwide.  All comunities lose 1 health point.",50,122,regional,0.23018333333333332
14814,14.059776306152344,25.186616666666666,The Arsenal,0.07210314273834229,51.49523735046387,0,698,0,message,P583,GA525,MSG44561,timeline_content_global,1949,"Cooking classes for married and engaged couples!","Across Woolwich cookery classes are available to help both husbands and wives in Woolwich to cook properly... to break down the old notion that 'indigestion is the cause of wrecked marriages'. Men may find this is the thin end of the wedge.  All communities gain 2 health, knowledge and participation points.",48,308,regional,0.17206666666666667
14814,14.122639656066895,28.958433333333332,The Arsenal,0.07263422012329102,51.49513006210327,0,703,0,message,P583,GA525,MSG44631,timeline_content_global,1955,"Going to Plumstead Baths","Across Woolwich many community members use the Public Baths with a rolled up towel and a bar of  soap. The attendant stands at the door while the water and says controls the water flow.  Take care the water isn't too hot!  All community members gain 2 health and participation points.",24,284,local,0.5814166666666667
14814,14.407376289367676,46.04258333333333,The Arsenal,0.07037043571472168,51.491557359695435,0,281,0,message,P583,GA525,MSG44731,timeline_content_global,1991,"Belmarsh Prison East Opens","Belmarsh hiqh security prison opens in part of the Arsenal.  Local communities feel unsafe around the area.  They 2 lose participation points.",26,142,local,0.2206
14814,14.415973663330078,46.5584,The Arsenal,0.07016658782958984,51.491546630859375,0,272,0,message,P583,GA525,MSG44738,timeline_content_global,1992,"The last cinema left in Woolwich closes","The Coronet Cinema closes, leaving the area without any cinemas.  Your community loses 2 knowledge and participation points",39,123,local,0.053233333333333334
14814,14.423810958862305,47.02863333333333,The Arsenal,0.06990373134613037,51.49125695228577,0,236,0,message,P583,GA525,MSG44745,timeline_content_global,1993,"The Woolwich DLR station is built","All your communities will benefit from the Woolwich DLR being built in the heart of Woolwich connecting the area to the rest of London.  Your community increase health, wealth and participation by 2 points.",33,206,local,0.7673166666666666
14814,11.08630084991455,26.178066666666666,The Town Centre,0.06795108318328857,51.48970127105713,0,22,0,message,P571,GA522,MSG42690,timeline_content_global,1952,"The King is dead!","The king has died and the country has gone into mourning. All community members lose 1 health point and gain 2 participation points.",17,132,regional,0.0616
14814,11.466845512390137,49.010733333333334,Charlton,0.06137430667877197,51.49188995361328,0,529,0,message,P571,GA522,MSG42834,timeline_content_global,1994,"The Woolwich Arsenal finally ceases to be a military establishment","The Arsenal finally closes as a military establishmend after a long decline.  Many engineering companies also shut down that provided jobs and services to the Arsenal.   Jobs are lost and the gates are closed cutting the river off from the rest of Woolwich. Woolwich loses one of its biggest employers for local communities.",66,324,local,0.3788666666666667
14814,11.604087829589844,57.24528333333333,The Town Centre,0.06663680076599121,51.49146616458893,0,237,0,message,P571,GA522,MSG42919,timeline_content_global,2009,"Woolwich Arsenal DLR Station Opens","Across all communities people celebrate the opening of the new terminus of the Docklands Light Railway's London City Airport branch. They gain 2 health, wealth and knowledge points.",34,181,local,0.13451666666666667
14814,12.13136100769043,3.6816666666666666,,0.06813883781433105,51.489304304122925,0,24,0,message,P575,GA523,MSG42984,timeline_content_global,1905,"The Artillery Theatre is finally rebuilt","The artillery theatre has finally been rebuilt, it is now very popular for across all your communities.  Some of your community get jobs at the Theatre for your community who are not already employed at the Royal Artillery or the Arsenal. Their wealth, knowledge and participation increase by 2 points.",40,302,local,0.10181666666666667
14814,12.137330055236816,4.039783333333333,,0.06813883781433105,51.489304304122925,1,24,0,message,P575,GA523,MSG43000,timeline_content_global,1906,"Nights at the community hall brings communities together","Across all your community the young people enjoy nights at the music hall in Beresford Street they come from all around to meet, dance and watch musicals such as Drummed Out a parody of working at the Arsenal. Many romances begin here. Their health, knowledge and participation increase by 2 points.",56,299,local,0.03915
