day,hour,gametime,zone,lon,lat,age,r,dist,event,playerId,gameId,messageId,type,year,title
14811,12.197029113769531,731.8217166666667,,-1.1828219890594482,52.95110821723938,1684,183374,0,"newMessage","P544","GA517","MSG8500","timeline_content",1974,"The first MacDonalds in Britain Opens"
14811,12.205519676208496,732.3311833333333,,-1.1828219890594482,52.95110821723938,1714,183374,0,"newMessage","P544","GA517","MSG8506","timeline_content",1975,"Thames barrier construction creating jobs"
14811,12.224020957946777,733.4412666666667,,-1.1828219890594482,52.95110821723938,1781,183374,0,"newMessage","P544","GA517","MSG8516","timeline_content",1977,"Queen's Jubilee"
14811,12.257926940917969,735.4756166666666,,-1.1828219890594482,52.95110821723938,1903,183374,0,"newMessage","P544","GA517","MSG8522","timeline_content",1981,"Teenagers hang out at the Dockyard"
14811,12.354366302490234,741.262,,-1.1828219890594482,52.95110821723938,2250,183374,0,"newMessage","P544","GA517","MSG8530","timeline_content",1992,"A young boy is stabbed to death"
14811,12.36370849609375,741.8225666666667,,-1.1828219890594482,52.95110821723938,2284,183374,0,"newMessage","P544","GA517","MSG8542","timeline_content",1994,"The Woolwich Arsenal finally closes!"
14811,12.702178001403809,762.1306666666667,[common],-1.1828380823135376,52.95106530189514,153,183370,0,"newMessage","P501","GA501","MSG501","timeline_content_global",null,"Welcome to Woolwich"
14811,12.706472396850586,762.3883333333333,[common],-1.1828380823135376,52.95106530189514,168,183370,0,"newMessage","P501","GA501","MSG502","timeline_content_global",1900,"New homes are available"
14811,12.710832595825195,762.6499166666666,[common],-1.1828380823135376,52.95106530189514,184,183370,0,"newMessage","P501","GA501","MSG503","timeline_content_global",1900,"Max arrives in Woolwich"
14811,12.719653129577637,763.1792,[common],-1.1828380823135376,52.95106530189514,216,183370,0,"newMessage","P501","GA501","MSG505","timeline_content_global",1902,"The first generation is born"
14811,12.728809356689453,763.72855,[common],-1.1828380823135376,52.95106530189514,249,183370,0,"newMessage","P501","GA501","MSG507","timeline_content_global",1903,"Nights at the community hall increases knowledge, participation and health"
14811,12.732894897460938,763.9736833333334,[common],-1.1828380823135376,52.95106530189514,263,183370,0,"newMessage","P501","GA501","MSG509","timeline_content_global",1903,"The electric tram comes to Woolwich"
14811,12.73709774017334,764.2258666666667,[common],-1.1828380823135376,52.95106530189514,279,183370,0,"newMessage","P501","GA501","MSG510","timeline_content_global",1904,"You go for regular walks in the woods"
14811,12.746581077575684,764.79485,[common],-1.1828380823135376,52.95106530189514,313,183370,0,"newMessage","P501","GA501","MSG511","timeline_content_global",1904,"The first wedding in the family"
14811,12.749979972839355,764.9988,[common],-1.1828380823135376,52.95106530189514,325,183370,0,"newMessage","P501","GA501","MSG512","timeline_content_global",1905,"The Artillery Theatre is rebuilt"
14811,12.754166603088379,765.2500333333334,[common],-1.1828380823135376,52.95106530189514,340,183370,0,"newMessage","P501","GA501","MSG513","timeline_content_global",1906,"Lipman's Success"
14811,12.762923240661621,765.7753833333334,[common],-1.1828380823135376,52.95106530189514,372,183370,0,"newMessage","P501","GA501","MSG514","timeline_content_global",1907,"Chemical Research Department opens"
14811,12.77159309387207,766.2956166666667,[common],-1.1828380823135376,52.95106530189514,403,183370,0,"newMessage","P501","GA501","MSG515","timeline_content_global",1907,"London Suffragette Pageant takes place"
14811,12.775851249694824,766.5510833333333,[common],-1.1828380823135376,52.95106530189514,418,183370,0,"newMessage","P501","GA501","MSG516","timeline_content_global",1908,"A foot tunnel is built"
14811,12.788833618164062,767.3300166666667,[common],-1.1828380823135376,52.95106530189514,465,183370,0,"newMessage","P501","GA501","MSG517","timeline_content_global",1910,"Max sets up a tailors workshop"
14811,12.793278694152832,767.5967333333333,[common],-1.1828380823135376,52.95106530189514,481,183370,0,"newMessage","P501","GA501","MSG519","timeline_content_global",1910,"Haleys Comet causes panic reducing health and knowledge"
14811,12.80190372467041,768.1142166666667,[common],-1.1828380823135376,52.95106530189514,512,183370,0,"newMessage","P501","GA501","MSG521","timeline_content_global",1911,"Solomons family is doing well"
14811,12.810256004333496,768.6153666666667,[common],-1.1828380823135376,52.95106530189514,542,183370,0,"newMessage","P501","GA501","MSG522","timeline_content_global",1912,"The foot tunnel opens to much celebration"
14811,12.814592361450195,768.8755333333334,[common],-1.1828380823135376,52.95106530189514,558,183370,0,"newMessage","P501","GA501","MSG526","timeline_content_global",1913,"Velvel moves house"
14811,12.819055557250977,769.1433333333333,[common],-1.1828380823135376,52.95106530189514,574,183370,0,"newMessage","P501","GA501","MSG527","timeline_content_global",1913,"World War One has been declared"
14811,12.82316780090332,769.3900833333333,[common],-1.1828380823135376,52.95106530189514,588,183370,0,"newMessage","P501","GA501","MSG528","timeline_content_global",1914,"The Arsenal increases employment"
14811,12.827192306518555,769.6315333333333,[common],-1.1828380823135376,52.95106530189514,603,183370,0,"newMessage","P501","GA501","MSG529","timeline_content_global",1914,"Despite the war business does well"
14811,12.836346626281738,770.1808166666667,[common],-1.1828380823135376,52.95106530189514,636,183370,0,"newMessage","P501","GA501","MSG533","timeline_content_global",1915,"Many young men are killed"
14811,12.84524154663086,770.7144833333333,[common],-1.1828380823135376,52.95106530189514,668,183370,0,"newMessage","P501","GA501","MSG535","timeline_content_global",1916,"A German Zepplin is hit over the Thames"
14811,12.854008674621582,771.24055,[common],-1.1828380823135376,52.95106530189514,699,183370,0,"newMessage","P501","GA501","MSG541","timeline_content_global",1918,"Second wave of Spanish Flu hits"
14811,12.857446670532227,771.4468,[common],-1.1828380823135376,52.95106530189514,712,183370,0,"newMessage","P501","GA501","MSG545","timeline_content_global",1918,"The end of the war is declared!"
14811,12.87021255493164,772.2127333333333,[common],-1.1828380823135376,52.95106530189514,758,183370,0,"newMessage","P501","GA501","MSG547","timeline_content_global",1920,"Woolwich Polytechnic Reformed"
14811,12.87433910369873,772.4603333333333,[common],-1.1828380823135376,52.95106530189514,773,183370,0,"newMessage","P501","GA501","MSG549","timeline_content_global",1920,"Fire in the Marshes likely to burn for a month"
14811,12.878948211669922,772.7368833333334,[common],-1.1828380823135376,52.95106530189514,789,183370,0,"newMessage","P501","GA501","MSG551","timeline_content_global",1921,"Young girls often miss school effecting knowledge and participation"
14811,12.888349533081055,773.3009833333333,[common],-1.1828380823135376,52.95106530189514,823,183370,0,"newMessage","P501","GA501","MSG553","timeline_content_global",1922,"Two new ferrys have been built"
14811,12.896202087402344,773.77215,[common],-1.1828380823135376,52.95106530189514,851,183370,0,"newMessage","P501","GA501","MSG555","timeline_content_global",1923,"Midsummer Night's Dream performed at the Nursery School increases knowledge and participation in the community"
14811,12.917657852172852,775.0594666666667,[common],-1.1828380823135376,52.95106530189514,929,183370,0,"newMessage","P501","GA501","MSG557","timeline_content_global",1926,"The General Strike lasts 10 days"
14811,12.926198959350586,775.57195,[common],-1.1828380823135376,52.95106530189514,959,183370,0,"newMessage","P501","GA501","MSG559","timeline_content_global",1926,"There is a collision of the Ferry boats"
14811,12.93994140625,776.39645,[common],-1.1828380823135376,52.95106530189514,1009,183370,0,"newMessage","P501","GA501","MSG561","timeline_content_global",1928,"Jobs are very scarce in Woolwich"
14811,12.945810317993164,776.7486166666666,[common],-1.1828380823135376,52.95106530189514,1030,183370,0,"newMessage","P501","GA501","MSG563","timeline_content_global",1929,"The First Searchlight Tattoo takes Place effecting peoples participation"
14811,12.950231552124023,777.0139,[common],-1.1828380823135376,52.95106530189514,1046,183370,0,"newMessage","P501","GA501","MSG565","timeline_content_global",1929,"One O'clock gun sounds every day"
14811,12.954855918884277,777.2913333333333,[common],-1.1828380823135376,52.95106530189514,1063,183370,0,"newMessage","P501","GA501","MSG567","timeline_content_global",1930,"The Great Depression Begins"
14811,12.959382057189941,777.5629,[common],-1.1828380823135376,52.95106530189514,1079,183370,0,"newMessage","P501","GA501","MSG569","timeline_content_global",1931,"Ferry carrying 20,000 passengers improves wealth and participation"
14811,12.99767780303955,779.8607,[common],-1.1828380823135376,52.95106530189514,1217,183370,0,"newMessage","P501","GA501","MSG571","timeline_content_global",1934,"Empire Day Takes Place every year"
14811,13.010330200195312,780.6198166666667,[common],-1.1828380823135376,52.95106530189514,1262,183370,0,"newMessage","P501","GA501","MSG573","timeline_content_global",1936,"The circus comes to Woolwich"
14811,13.032001495361328,781.9200666666667,[common],-1.1828380823135376,52.95106530189514,1340,183370,0,"newMessage","P501","GA501","MSG575","timeline_content_global",1939,"War is declared!"
14811,13.036377906799316,782.18265,[common],-1.1828380823135376,52.95106530189514,1356,183370,0,"newMessage","P501","GA501","MSG577","timeline_content_global",1939,"Britain enters World War 2"
14811,13.040596961975098,782.4358166666667,[common],-1.1828380823135376,52.95106530189514,1371,183370,0,"newMessage","P501","GA501","MSG579","timeline_content_global",1939,"Local Children are evacuated"
14811,13.044979095458984,782.6987166666667,[common],-1.1828380823135376,52.95106530189514,1387,183370,0,"newMessage","P501","GA501","MSG581","timeline_content_global",1940,"Road Signs are removed across Woolwich"
14811,13.049306869506836,782.9583833333334,[common],-1.1828380823135376,52.95106530189514,1403,183370,0,"newMessage","P501","GA501","MSG583","timeline_content_global",1940,"The Battle of Britain begins"
14811,13.053648948669434,783.2189,[common],-1.1828380823135376,52.95106530189514,1418,183370,0,"newMessage","P501","GA501","MSG585","timeline_content_global",1941,"The Blitz causes families to hide"
14811,13.057964324951172,783.4778333333334,[common],-1.1828380823135376,52.95106530189514,1434,183370,0,"newMessage","P501","GA501","MSG587","timeline_content_global",1941,"Most of the men in the community are called up"
14811,13.062211036682129,783.7327,[common],-1.1828380823135376,52.95106530189514,1449,183370,0,"newMessage","P501","GA501","MSG589","timeline_content_global",1942,"Young women join the army"
14811,13.066424369812012,783.9854666666666,[common],-1.1828380823135376,52.95106530189514,1464,183370,0,"newMessage","P501","GA501","MSG591","timeline_content_global",1942,"Life at war in Woolwich"
14811,13.070662498474121,784.2397166666667,[common],-1.1828380823135376,52.95106530189514,1479,183370,0,"newMessage","P501","GA501","MSG593","timeline_content_global",1943,"Young boys play as the war continues"
14811,13.074936866760254,784.4961833333333,[common],-1.1828380823135376,52.95106530189514,1495,183370,0,"newMessage","P501","GA501","MSG595","timeline_content_global",1943,"Many casualties and loss of life"
14811,13.079239845275879,784.7543833333333,[common],-1.1828380823135376,52.95106530189514,1510,183370,0,"newMessage","P501","GA501","MSG597","timeline_content_global",1944,"Bombs on Woolwich"
14811,13.083602905273438,785.0162,[common],-1.1828380823135376,52.95106530189514,1526,183370,0,"newMessage","P501","GA501","MSG599","timeline_content_global",1945,"VE Day"
14811,13.12411117553711,787.4467,,-1.1829936504364014,52.95108675956726,8,183377,0,"newMessage","P503","GA502","MSG601","timeline_content_global",1945,"The cinema becomes increasingly popular"
14811,13.181087493896484,790.8652666666667,,-1.1827951669692993,52.9511296749115,0,183375,0,"newMessage","P503","GA502","MSG603","timeline_content_global",null,"Welcome to Woolwich"
14811,13.189581871032715,791.3749666666666,,-1.1828058958053589,52.95114040374756,0,183376,0,"newMessage","P503","GA502","MSG605","timeline_content_global",1900,"New homes are available"
14811,13.202322959899902,792.1394,,-1.1827629804611206,52.95114040374756,0,183375,0,"newMessage","P503","GA502","MSG609","timeline_content_global",1902,"The first generation is born"
14811,13.208948135375977,792.5368666666667,,-1.1827629804611206,52.95114040374756,0,183375,0,"newMessage","P503","GA502","MSG614","timeline_content_global",1903,"The Artillery Theatre burns down reducing knowledge and participation."
14811,13.216145515441895,792.96875,,-1.1827629804611206,52.95114040374756,0,183375,0,"newMessage","P503","GA502","MSG616","timeline_content_global",1903,"The electric tram comes to Woolwich"
14811,13.224449157714844,793.4669333333334,,-1.1827844381332397,52.9511296749115,0,183375,0,"newMessage","P503","GA502","MSG620","timeline_content_global",1904,"You go for regular walks in the woods"
14811,13.237039566040039,794.2224166666666,,-1.18277907371521,52.95112431049347,0,183374,0,"newMessage","P503","GA502","MSG624","timeline_content_global",1905,"The Artillery Theatre is rebuilt"
14811,13.242507934570312,794.5504833333333,,-1.1827737092971802,52.95110821723938,0,183372,0,"newMessage","P503","GA502","MSG628","timeline_content_global",1907,"Chemical Research Department opens"
14811,13.282957077026367,796.9774,,-1.1827737092971802,52.95110285282135,37,183372,0,"newMessage","P503","GA502","MSG630","timeline_content_global",1907,"London Suffragette Pageant takes place"
14811,13.297174453735352,797.8304833333333,,-1.1827737092971802,52.95110285282135,88,183372,0,"newMessage","P503","GA502","MSG642","timeline_content_global",1911,"Solomons family is doing well"
14811,13.304262161254883,798.2557333333333,,-1.1827737092971802,52.95110285282135,113,183372,0,"newMessage","P503","GA502","MSG655","timeline_content_global",1913,"World War One has been declared"
14811,13.317636489868164,799.0582,,-1.1827737092971802,52.95110285282135,162,183372,0,"newMessage","P503","GA502","MSG657","timeline_content_global",1914,"The Arsenal increases employment"
14811,13.327386856079102,799.6432333333333,,-1.1827737092971802,52.95110285282135,197,183372,0,"newMessage","P503","GA502","MSG666","timeline_content_global",1916,"Hard Times"
14811,13.339091300964355,800.3454333333333,,-1.1827737092971802,52.95110285282135,239,183372,0,"newMessage","P503","GA502","MSG683","timeline_content_global",1918,"Second wave of Spanish Flu hits"
14811,13.340483665466309,800.429,,-1.1827629804611206,52.95110285282135,0,183371,0,"newMessage","P503","GA502","MSG685","timeline_content_global",1918,"Arsenal workers lose their jobs"
14811,13.393272399902344,803.59635,[common],-1.1834228038787842,52.95134425163269,0,183416,0,"newMessage","P503","GA502","MSG693","timeline_content_global",1921,"Young girls often miss school effecting knowledge and participation"
14811,13.398317337036133,803.8990833333334,[common],-1.1834174394607544,52.95136570930481,0,183418,0,"newMessage","P503","GA502","MSG699","timeline_content_global",1926,"The General Strike lasts 10 days"
14811,13.405445098876953,804.3267333333333,[common],-1.183454990386963,52.951467633247375,0,183429,0,"newMessage","P503","GA502","MSG701","timeline_content_global",1926,"There is a collision of the Ferry boats"
14811,13.416200637817383,804.9720833333333,[common],-1.183401346206665,52.95131742954254,0,183413,0,"newMessage","P503","GA502","MSG703","timeline_content_global",1928,"Jobs are very scarce in Woolwich"
14811,13.449312210083008,806.9587166666666,[common],-1.1828809976577759,52.95106530189514,34,183371,0,"newMessage","P503","GA502","MSG705","timeline_content_global",1929,"The First Searchlight Tattoo takes Place effecting peoples participation"
14811,13.456694602966309,807.4016666666666,[common],-1.1828809976577759,52.95106530189514,60,183371,0,"newMessage","P503","GA502","MSG711","timeline_content_global",1931,"Ferry carrying 20,000 passengers improves wealth and participation"
14811,13.468648910522461,808.11895,[common],-1.1828809976577759,52.95106530189514,103,183371,0,"newMessage","P503","GA502","MSG713","timeline_content_global",1934,"Empire Day Takes Place every year"
14811,13.507684707641602,810.4611,[common],-1.1828809976577759,52.95106530189514,244,183371,0,"newMessage","P503","GA502","MSG717","timeline_content_global",1939,"War is declared!"
14811,13.518193244934082,811.0916166666667,[common],-1.1828809976577759,52.95106530189514,282,183371,0,"newMessage","P503","GA502","MSG721","timeline_content_global",1939,"Local Children are evacuated"
14811,13.76627254486084,825.9763166666667,,0.0,0.0,0,NA,0,"newMessage","P505","GA503","MSG733","timeline_content_global",1942,"Life at war in Woolwich"
14811,13.844701766967773,830.68215,,-1.1828434467315674,52.9510760307312,45,183371,0,"newMessage","P505","GA503","MSG779","timeline_content_global",1900,"New homes are available"
14811,13.852399826049805,831.1439833333334,,-1.1828434467315674,52.9510760307312,73,183371,0,"newMessage","P505","GA503","MSG780","timeline_content_global",1900,"Max arrives in Woolwich"
14811,13.861187934875488,831.6712833333333,,-1.1828434467315674,52.9510760307312,105,183371,0,"newMessage","P505","GA503","MSG784","timeline_content_global",1902,"The first generation is born"
14811,13.870227813720703,832.21365,,-1.1828434467315674,52.9510760307312,137,183371,0,"newMessage","P505","GA503","MSG789","timeline_content_global",1903,"The Artillery Theatre burns down reducing knowledge and participation."
14811,13.8746337890625,832.4780166666667,,-1.1828434467315674,52.9510760307312,153,183371,0,"newMessage","P505","GA503","MSG791","timeline_content_global",1903,"The electric tram comes to Woolwich"
14811,13.879426002502441,832.7655166666667,,-1.1828434467315674,52.9510760307312,170,183371,0,"newMessage","P505","GA503","MSG803","timeline_content_global",1904,"You go for regular walks in the woods"
14811,13.883703231811523,833.0222,,-1.1828434467315674,52.9510760307312,186,183371,0,"newMessage","P505","GA503","MSG805","timeline_content_global",1904,"The first wedding in the family"
14811,13.893021583557129,833.5812833333333,,-1.1828434467315674,52.9510760307312,219,183371,0,"newMessage","P505","GA503","MSG806","timeline_content_global",1905,"The Artillery Theatre is rebuilt"
14811,13.897150993347168,833.8290833333333,,-1.1828434467315674,52.9510760307312,234,183371,0,"newMessage","P505","GA503","MSG809","timeline_content_global",1906,"Lipman's Success"
14811,13.9014892578125,834.08935,,-1.1828434467315674,52.9510760307312,250,183371,0,"newMessage","P505","GA503","MSG811","timeline_content_global",1907,"Chemical Research Department opens"
14811,13.910088539123535,834.6053666666667,,-1.1828434467315674,52.9510760307312,281,183371,0,"newMessage","P505","GA503","MSG813","timeline_content_global",1907,"London Suffragette Pageant takes place"
14811,13.91903018951416,835.1417833333334,,-1.1828434467315674,52.9510760307312,313,183371,0,"newMessage","P505","GA503","MSG815","timeline_content_global",1908,"A foot tunnel is built"
14811,13.930977821350098,835.8587,,-1.1828434467315674,52.9510760307312,356,183371,0,"newMessage","P505","GA503","MSG817","timeline_content_global",1910,"Max sets up a tailors workshop"
14811,13.936891555786133,836.21345,,-1.1829614639282227,52.951204776763916,0,183388,0,"newMessage","P505","GA503","MSG819","timeline_content_global",1910,"The first Police Station opens"
