day,hour,gametime,zone,lon,lat,age,r,dist,event,playerId,gameId,messageId,type,year,title,description,preMins,postMins,view,viewMins,action,actionMins
14814,10.942341804504395,17.540516666666665,The Town Centre,0.06653487682342529,51.49044692516327,0,145,0,message,P570,GA522,MSG42575,timeline_content_global,1935,"Lipman dies","Maxs family are devasted by the news that the elder brother Lipman dies.  Many of Lipmans and Maxs children remain in Woolwich but the elder generation has now gone.  Your community loses 1 health point and gains 2 participation points",0.16363333333333333,14.587083333333334,Y,0.06063333333333333,CommunitiesButton,1.96395
14814,11.185460090637207,32.1276,The Town Centre,0.06897032260894775,51.490312814712524,0,113,0,message,P570,GA522,MSG42575,timeline_content_global,1935,"Lipman dies","Maxs family are devasted by the news that the elder brother Lipman dies.  Many of Lipmans and Maxs children remain in Woolwich but the elder generation has now gone.  Your community loses 1 health point and gains 2 participation points",14.587083333333334,5.466033333333334,N,NA,createMember.start,0.44245
14814,11.276559829711914,37.59363333333334,Plumstead,0.06804764270782471,51.48960471153259,1,12,0,message,P570,GA522,MSG42732,timeline_content_global,1968,"The Gypsy Moth IV Yacht leaves Woolwich","Woolwich loses the Gipsy Moth IV, which is to be permanently berthed at Greenwich, London. Woolwich loses one of its famous landmarks.Your community across Woolwich loses 2 wealth points.",5.466033333333334,0.19005,N,NA,CommunitiesButton,0.09528333333333333
14814,11.279727935791016,37.783683333333336,Plumstead,0.06804764270782471,51.48960471153259,12,12,0,message,P570,GA522,MSG42765,timeline_content_global,1975,"The Thames barrier construction creating jobs","Across Woolwich jobs are created by the new construction on the Thames Barrier providing and opportunities for young people in your communities.  They gain 2 health, wealth and knowledge points.",0.19005,0.8389333333333333,N,NA,CommunitiesButton,0.30106666666666665
14814,11.293709754943848,38.622616666666666,Plumstead,0.06805300712585449,51.48960471153259,1,12,0,message,P570,GA522,MSG42772,timeline_content_global,1977,"It is the Queens Jubilee!","People all over Woolwich celebrate the Queens Jubilee with street parties, many people receive commeration mugs that sit on their mantlepeice for years to come.  Your community gains 2 health and participation points.",0.8389333333333333,3.366216666666667,Y,0.5106166666666667,NA,NA
14814,11.349813461303711,41.98883333333333,Woolwich Common,0.06836950778961182,51.4891916513443,0,43,0,message,P570,GA522,MSG42779,timeline_content_global,1978,"Woolwich Power Station closes","Woolwich power station closes in the dock area.  Jobs are lost but the area has less pollution from the chimneys. Your community loses 2 wealth points but gains 2 health points.",3.366216666666667,0.1592,N,NA,NA,NA
14814,11.352466583251953,42.14803333333333,Woolwich Common,0.0685197114944458,51.48914873600006,0,53,0,message,P570,GA522,MSG42794,timeline_content_global,1984,"North Woolwich Old Station Museum opens","The North Woolwich Old Station Museum opens in the old train station building, dedicated to the history of the Great Eastern Railway.  Your community's knowledge and participation increase by 1 point.",0.1592,1.8609833333333334,Y,0.13295,CommunitiesButton,0.7331333333333333
14814,11.383482933044434,44.00901666666667,Woolwich Common,0.06963551044464111,51.48848354816437,0,160,0,message,P570,GA522,MSG42794,timeline_content_global,1984,"North Woolwich Old Station Museum opens","The North Woolwich Old Station Museum opens in the old train station building, dedicated to the history of the Great Eastern Railway.  Your community's knowledge and participation increase by 1 point.",1.8609833333333334,5.0455,Y,1.3706166666666666,CommunitiesButton,0.70745
14814,11.467576026916504,49.054516666666665,Woolwich Common,0.06885230541229248,51.48794174194336,0,183,0,message,P570,GA522,MSG42827,timeline_content_global,1993,"The Woolwich DLR station is built","All your communities will benefit from the Woolwich DLR being built in the heart of Woolwich connecting the area to the rest of London.  Your community increase health, wealth and participation by 2 points.",5.0455,5.3774,Y,2.68885,createMember.start,0.59825
14814,11.557198524475098,54.431916666666666,Plumstead,0.06814420223236084,51.489288210868835,0,25,0,message,P570,GA522,MSG42882,timeline_content_global,2005,"An increase in obesity causes health problems","Across Woolwich there is an increase in health problems  with more people leading sedentary lifestyles, watching TV, travelling in cars, doing less sport and eating processed foods.  Particularly amongst the younger generations.  Your community loses 1 health and participation point.",5.3774,0.16836666666666666,N,NA,NA,NA
14814,11.560004234313965,54.60028333333333,Plumstead,0.06799936294555664,51.48936331272125,0,15,0,message,P570,GA522,MSG42917,timeline_content_global,2009,"Woolwich Arsenal DLR Station Opens","Across all communities people celebrate the opening of the new terminus of the Docklands Light Railway's London City Airport branch. They gain 2 health, wealth and knowledge points.",0.16836666666666666,0.5760333333333333,N,NA,CommunitiesButton,0.0715
14814,11.569605827331543,55.176316666666665,Woolwich Common,0.06790280342102051,51.489315032958984,0,21,0,message,P570,GA522,MSG42922,timeline_content_global,2009,"A day out at the Arsenal","Many people across Woolwich now go to the Arsenal for a day out.  They walk along the new pathways by the river and stop off at the cafe, visit the heritage centre when interesting exhibitions are on. The Firepower museum is a good place to take visitors. Your community gains 2 wealth, knowledge and participation points.",0.5760333333333333,0.5497666666666666,N,NA,NA,NA
14814,11.578767776489258,55.726083333333335,Woolwich Common,0.06795644760131836,51.48935258388519,0,16,0,message,P570,GA522,MSG42927,timeline_content_global,2011,"Please return to the Tramshed as quickly as possible.","Congratulations! Your community has survived for 120 years in Woolwich, you have 20 members remaining.  Please return to the Tramshed as quickly as possible.",0.5497666666666666,NA,N,NA,NA,NA
14814,12.07952880859375,0.5717,Plumstead,0.06812810897827148,51.48943305015564,0,12,0,message,P576,GA523,MSG42941,timeline_content_global,1901,"Max arrives in Woolwich","Max and his family finally arrive  in Woolwich after the long journey West. They move into a flat on Thomas Street, above his brother Lipman?s grocers shop.  They live with their parents David and Annie and their married nephew, a journeyman tailor waiting to earn enough money for his wife to move to England. The wealth and participation in your community increases by 2 points.",NA,0.43048333333333333,N,NA,CreateMemberButton,0.0924
14814,12.086703300476074,1.0021833333333334,Plumstead,0.06805837154388428,51.48949205875397,0,4,0,message,P576,GA523,MSG42949,timeline_content_global,1902,"The first generation is born in Maxs family","The birth of Maxs daughter Zelda is celebrated she is the first of a new generation in a new land. The whole family gather together to celebrate. Your community's health and participation increases by 2 points.",0.43048333333333333,0.4797666666666667,N,NA,NA,NA
14814,12.094698905944824,1.48195,Plumstead,0.06807446479797363,51.48934185504913,5,18,0,message,P576,GA523,MSG42957,timeline_content_global,1903,"The electric tram comes to Woolwich","Electric trams are being built across Woolwich, replacing the horse drawn vansl. For communities that live outside the town centre it becomes easier to travel to the Market, to work at the Arsenal and to cross the river.  All the members of your community increase their health and wealth by 1 point.",0.4797666666666667,0.8989166666666667,N,NA,createMember.start,0.37043333333333334
14814,12.109681129455566,2.3808666666666665,Plumstead,0.06806373596191406,51.48945987224579,0,6,0,message,P576,GA523,MSG42965,timeline_content_global,1904,"Your community go for regular walks in the woods","In all your communities across Woolwich many young people and couples enjoy a walk in the woods beyond the common, you can find pheasants and bluebells and nightingale's singing. Youryour communities health and participation improves by 2 points from the exercise and fresh air and the children from different communities playing together.",0.8989166666666667,0.3218,N,NA,NA,NA
14814,12.115044593811035,2.7026666666666666,Plumstead,0.06812810897827148,51.48948132991791,0,9,0,message,P576,GA523,MSG42973,timeline_content_global,1904,"The first wedding in Maxs family","Maxs youngest brother Velvel marries Fanny, it is the first wedding in the community since they arrived. After the ceremony the family return to Max?s house on Thomas Street, breakfast and dinner are served and dancing engaged in. A photo of the whole family together in their new home is taken in the yard. You community gains 1 health, wealth and participation point.",0.3218,0.10443333333333334,N,NA,NA,NA
14814,12.11678409576416,2.8071,Plumstead,0.06809592247009277,51.489497423172,0,7,0,message,P576,GA523,MSG42981,timeline_content_global,1905,"The Artillery Theatre is finally rebuilt","The artillery theatre has finally been rebuilt, it is now very popular for across all your communities.  Some of your community get jobs at the Theatre for your community who are not already employed at the Royal Artillery or the Arsenal. Their wealth, knowledge and participation increase by 2 points.",0.10443333333333334,0.36373333333333335,Y,0.05105,NA,NA
14814,12.122846603393555,3.1708333333333334,Plumstead,0.06803691387176514,51.48948669433594,1,3,0,message,P576,GA523,MSG42989,timeline_content_global,1906,"Maxs brother Lipman becomes successful","Lipman, Max's eldest brother is doing well and has become a well known figure in Woolwich. He owns two shops, the Boot Makers on Wellington Street and a Grocers on the High Street. He lives above the grocers with his wife and three daughters... it is a family of many daughters!  His wife and eldest daughter help in the shop. Your community increase health, wealth, knowledge and participation by 1 point.",0.36373333333333335,0.15443333333333334,N,NA,NA,NA
14814,12.125421524047852,3.325266666666667,Plumstead,0.06803691387176514,51.48949205875397,0,3,0,message,P576,GA523,MSG42997,timeline_content_global,1906,"Nights at the community hall brings communities together","Across all your community the young people enjoy nights at the music hall in Beresford Street they come from all around to meet, dance and watch musicals such as Drummed Out a parody of working at the Arsenal. Many romances begin here. Their health, knowledge and participation increase by 2 points.",0.15443333333333334,0.7439666666666667,N,NA,NA,NA
14814,12.13782024383545,4.069233333333333,The Town Centre,0.06784915924072266,51.48965835571289,0,20,0,message,P576,GA523,MSG43005,timeline_content_global,1907,"Women in your community join the London Suffragette Pageant","Many of your community across Woolwich join the 66,000 women making a procession through London. Some of your community joins the campaign. Identifiable by their purple, white and green colour scheme, the suffragettes are becoming a familiar sight in London, fighting for Votes For Women! Their health, knowledge and participation increase by 2 points.",0.7439666666666667,0.4176,N,NA,NA,NA
14814,12.144780158996582,4.486833333333333,The Town Centre,0.06785452365875244,51.48965835571289,20,19,0,message,P576,GA523,MSG43013,timeline_content_global,1908,"A foot tunnel is built under the Thames","Across Woolwich people are exctied as due to much crowding on the ferries, a foot tunnel is being built under the Thames for your community that work on the other side of the river to walk through. This will provide more job opportunies for communities all over Woolwich. All communities health, wealth and participation increase by 2 points.",0.4176,1.5968333333333333,Y,1.33555,NA,NA
14814,12.171394348144531,6.083666666666667,Plumstead,0.06770968437194824,51.48944914340973,0,19,0,message,P576,GA523,MSG43013,timeline_content_global,1908,"A foot tunnel is built under the Thames","Across Woolwich people are exctied as due to much crowding on the ferries, a foot tunnel is being built under the Thames for your community that work on the other side of the river to walk through. This will provide more job opportunies for communities all over Woolwich. All communities health, wealth and participation increase by 2 points.",1.5968333333333333,0.40746666666666664,N,NA,NA,NA
14814,12.17818546295166,6.491133333333333,Plumstead,0.06756484508514404,51.489331126213074,0,34,0,message,P576,GA523,MSG43061,timeline_content_global,1912,"The foot tunnel opens to much celebration","All of your communities got to see the opening the foot tunnel.  Many members of the community use it daily to talk to work on the North of the river.  At times it is full with people, during the journey underneath the Thames, people meet and chat as they walk. Their health, wealth and participation increase by 2 points.",0.40746666666666664,0.3335166666666667,N,NA,NA,NA
14814,12.183744430541992,6.82465,The Town Centre,0.06737172603607178,51.48959934711456,0,44,0,message,P576,GA523,MSG43069,timeline_content_global,1913,"Maxs nephew Velvel moves house","Maxs nephew Velvel becomes a tailor working for Max.  He moves to Creton Street with his wife Fanny, they now have two sons and daughter.  They have to be careful living so close to the Dusthole as it is unsafe and can't go out much at night. Your communities wealth increases by 1 point but their participation loses 2 points.",0.3335166666666667,0.4134833333333333,N,NA,NA,NA
14814,12.190635681152344,7.238133333333334,The Town Centre,0.06718933582305908,51.48989975452423,0,70,0,message,P576,GA523,MSG43077,timeline_content_global,1914,"World War One has been declared!","WW1 has been declared.  Across all communities men and women are conscripted. The world begins to rapidly change for all the communities of Woolwich and they all lose 1 health point, check your community members health.",0.4134833333333333,0.3652666666666667,N,NA,CommunitiesButton,0.12321666666666667
14814,12.196722984313965,7.6034,The Town Centre,0.06696939468383789,51.49010360240936,0,97,0,message,P576,GA523,MSG43085,timeline_content_global,1914,"Despite the war Maxs family business survives","The family are keeping their head above water, Lipman moves the Grocers Shop to Beresford Street and gains alot of trade from the women who now work at the factory, buying their groceries on the way home from work.Your community gains 2 wealth points.",0.3652666666666667,0.5072666666666666,N,NA,placeMember.start,0.06681666666666666
14814,12.205177307128906,8.110666666666667,The Town Centre,0.06622910499572754,51.48995876312256,0,131,0,message,P576,GA523,MSG43093,timeline_content_global,1915,"Many young men are killed at war","Across all your communities many families receive news of deaths of their young men in action.  It is a difficult time, women are left to support their families on their own, despite the new opportunities for work your community is struggling and times are very hard.  Their health, wealth and knowledge decreases by 1 point.",0.5072666666666666,0.5136,N,NA,NA,NA
14814,12.213737487792969,8.624266666666667,The Town Centre,0.06574094295501709,51.489771008491516,0,158,0,message,P576,GA523,MSG43121,timeline_content_global,1917,"860 cadets killed in the war, many of your community is lost","Tragically 860 cadets, many from your communities have been killed in the war, the same number as the amount of new cadets that joined the Royal Military Academy in 1916.578 were gunners.  All communities are devasted, they lose 1 health and wealth point and 2 knowledge points.",0.5136,0.14166666666666666,N,NA,CreateMemberButton,0.054816666666666666
14814,12.21609878540039,8.765933333333333,The Town Centre,0.06561219692230225,51.4896959066391,0,165,0,message,P576,GA523,MSG43129,timeline_content_global,1917,"Casualties caused by night raids","In Woolwich Common many casualties occur, killing and injuring local people during night raids on the Arsenal and Royal Military Academy. Communities in the area should consider moving away from the military targets. They lose 1 health point.",0.14166666666666666,0.4414166666666667,N,NA,createMember.start,0.17258333333333334
14814,12.223455429077148,9.20735,The Barracks,0.06531178951263428,51.489309668540955,0,186,0,message,P576,GA523,MSG43147,timeline_content_global,1918,"A second wave of Spanish Flu hits","A second wave of Spanish flu hits all your communities, infecting and killing more people, on top of the losses from the war many members of your community experience tradegy and loss. Some of your community lose 1 health and wealth point. you are losing many members of your community.",0.4414166666666667,0.09255,N,NA,NA,NA
14814,12.224997520446777,9.2999,The Barracks,0.06525278091430664,51.48925065994263,0,191,0,message,P576,GA523,MSG43163,timeline_content_global,1918,"After the war Max and his family go on holiday","After the devastation of the war Max decides to take his family on a holiday to Devon.  They need to register at the Police Station when they arrived as they are new communities to the country.  All your communities gain 3 health points.",0.09255,0.5475833333333333,N,NA,NA,NA
14814,12.234124183654785,9.847483333333333,Charlton,0.06440520286560059,51.48947596549988,0,247,0,message,P576,GA523,MSG43176,timeline_content_global,1918,"Many Arsenal workers lose their jobs","Many community members all over Woolwich lose their jobs and people are worried about their wealth and opportunities for the future. All members of your community lose 1 wealth, knowledge and participation point.",0.5475833333333333,0.12283333333333334,N,NA,NA,NA
14814,12.236172676086426,9.970316666666667,Charlton,0.06433546543121338,51.489551067352295,0,252,0,message,P576,GA523,MSG43184,timeline_content_global,1919,"Solomon dies from injuries sustained at the front","Solomon has returned from the war with severe injuries and sadly he dies leaving a widow and seven children.  The family gather round.  Your community loses one health and wealth point.",0.12283333333333334,0.29446666666666665,N,NA,NA,NA
14814,12.241080284118652,10.264783333333334,Charlton,0.06414234638214111,51.48975491523743,0,267,0,message,P576,GA523,MSG43199,timeline_content_global,1920,"Woolwich Polytechnic reformed","All communities begin to enjoy life again. Meetings and dances take place at the Poly and at the Town Hall. Community spirit is much at the fore.  People take play chess, and take part in debating, drama, Ping-pong, swimming and tennis.  Sports activites have restarted with many people playing football and cricket. All community members health, wealth and participation increase by 2 points.",0.29446666666666665,0.24475,N,NA,NA,NA
14814,12.245159149169922,10.509533333333334,Charlton,0.06401360034942627,51.48993194103241,0,279,0,message,P576,GA523,MSG43220,timeline_content_global,1920,"Max moves to North London","After losing his brother in the war Max decides to move away from Woolwich and take his family North of the river.  They are sad to leave the place where they first started.  Your community loses 2 participation points.",0.24475,0.35015,N,NA,NA,NA
14814,12.250994682312012,10.859683333333333,Charlton,0.06382584571838379,51.49013578891754,0,296,0,message,P576,GA523,MSG43228,timeline_content_global,1921,"Young girls often miss school","Across Woolwich younger daughters of large families in are being kept away from school to look after the other children and run chores. They miss their education and their friends but earn money and help around the house, as money is still tight families are pulling together to survive.  Their knowledge and participation points decrease by 2 points.",0.35015,0.12496666666666667,N,NA,NA,NA
14814,12.253077507019043,10.98465,Charlton,0.06378293037414551,51.49022698402405,0,301,0,message,P576,GA523,MSG43239,timeline_content_global,1922,"Two new ferrys have been built","All your community joins the launch celebration of the new Ferry Boats, built with coke fired engines, running on steam.  The ferry boats are free for passengers, animals, vehicles and goods. Providing necessary transport for the people of Woolwich to cross the river to work, all community members gain 2 health, wealth and participation points.",0.12496666666666667,1.55,N,NA,CreateMemberButton,0.727
14814,12.278910636901855,12.53465,The Town Centre,0.06350398063659668,51.49075269699097,0,340,0,message,P576,GA523,MSG43239,timeline_content_global,1922,"Two new ferrys have been built","All your community joins the launch celebration of the new Ferry Boats, built with coke fired engines, running on steam.  The ferry boats are free for passengers, animals, vehicles and goods. Providing necessary transport for the people of Woolwich to cross the river to work, all community members gain 2 health, wealth and participation points.",1.55,0.5125833333333333,N,NA,NA,NA
14814,12.287453651428223,13.047233333333333,The Town Centre,0.06325721740722656,51.49109065532684,0,371,0,message,P576,GA523,MSG43298,timeline_content_global,1926,"The General Strike lasts 10 days communities come together to fight for better pay","Across Woolwich your community members go on strike in an attempt to prevent wages going down and in support of the worsening conditions for coal miners. King George calls the strikers revolutionaries. At the docks the army come in to protect lorries bringing food into London. They all lose 2 wealth points.",0.5125833333333333,0.38288333333333335,N,NA,CommunitiesButton,0.2539166666666667
14814,12.293835639953613,13.430116666666667,The Town Centre,0.06301581859588623,51.49137496948242,0,402,0,message,P576,GA523,MSG43306,timeline_content_global,1926,"There is a collision of the Ferry boats","Some of you community are on the ferry when one of the Ferry boats collided with another.  It causes considerable damage with 400 people on board, some people were hurt and many were shaken.  The ferries will be closed for 6 weeks and people using them to get to work will have to find alternative arrangements. They lose 2 health and wealth points.",0.38288333333333335,0.14048333333333332,N,NA,NA,NA
14814,12.29617691040039,13.5706,The Town Centre,0.06301045417785645,51.49145007133484,0,406,0,message,P576,GA523,MSG43315,timeline_content_global,1927,"Prince Charles visits Beresford Square Market","In the Town Centre the Prince of Wales arrives by car to the crowded market square. He steps from the car, greets waiting officials, and many of your community are there to shake his hand.  Despite the worsening financial situation people feel proud of their community and where they live.  They gain 2 health, wealth and participation points.",0.14048333333333332,0.50845,N,NA,NA,NA
14814,12.304651260375977,14.07905,The Town Centre,0.06350934505462646,51.491557359695435,0,385,0,message,P576,GA523,MSG43350,timeline_content_global,1928,"Jobs become very scarce in Woolwich","Across Woolwich jobs are becoming increasingly scarce, small groups of men wearing war medals sing for money in the town square next to a piano on a hand cart, to earn money for their families.  Your community members lose 2 wealth points and 1 knowledge point.",0.50845,0.60745,N,NA,NA,NA
14814,12.314775466918945,14.6865,The Town Centre,0.06395995616912842,51.49158954620361,0,362,0,message,P576,GA523,MSG43372,timeline_content_global,1929,"The First Searchlight Tattoo takes Place","null",0.60745,0.13361666666666666,N,NA,CommunitiesButton,0.08526666666666667
14814,12.317002296447754,14.820116666666667,The Town Centre,0.06402969360351562,51.49165391921997,0,363,0,message,P576,GA523,MSG43380,timeline_content_global,1929,"The One O'clock gun sounds every day","null",0.13361666666666666,0.2810666666666667,N,NA,NA,NA
14814,12.321686744689941,15.101183333333333,The Town Centre,0.06415843963623047,51.49185240268707,0,372,0,message,P576,GA523,MSG43388,timeline_content_global,1930,"The Great Depression Begins","Still struggling after the effects of WW1, Britain hits a deep financial depression.  Many of your community are suffering, losing their jobs and struggling to pay the bills. All communities lose 1 health, wealth, knowledge and participation point.",0.2810666666666667,0.45868333333333333,N,NA,NA,NA
14814,12.329331398010254,15.559866666666666,The Town Centre,0.0645071268081665,51.49200260639191,0,367,0,message,P576,GA523,MSG43397,timeline_content_global,1931,"The ferry now carries 20,000 passengers a day","Every day 20,000 passengers travel on the Woolwich ferry across the Thames to jobs, and people also come in to Woolwich to visit the Market and local shops.  Despite the depression Woolwich remains a bustling place to live.  Your communities gain 2 health, wealth and participation points.",0.45868333333333333,0.6935166666666667,N,NA,NA,NA
14814,12.340889930725098,16.253383333333332,The Town Centre,0.06538152694702148,51.49184167385101,0,316,0,message,P576,GA523,MSG43408,timeline_content_global,1932,"A record number of bicycles are sold in Woolwich","Blacketts on General Gordon Square sells bicycles to apprentices and workers at the Artillery and Arsenal. Cyclists should beware of the tramlines on the busy streets, rumours are that one cyclist got so stuck he had to follow the tramlines all the way back to the depot. All your community gains 2 health points.",0.6935166666666667,0.9128,Y,0.4346333333333333,CreateMemberButton,0.6419666666666667
14814,12.35610294342041,17.166183333333333,The Town Centre,0.06585359573364258,51.49220108985901,0,334,0,message,P576,GA523,MSG43416,timeline_content_global,1934,"Empire Day Takes Place every year","All the young children in your community celebrate Empire Day once a year at their schools.  They line up in the playground with little Union Jacks to wave and sang Land of Hope and Glory and Jerusalem before marching back to lessons again. All your community gain 2 participation points for taking part.",0.9128,2.73565,N,NA,createMember.start,7.666666666666667E-4
14814,12.401698112487793,19.901833333333332,The Town Centre,0.06673336029052734,51.492769718170166,0,373,0,message,P576,GA523,MSG43424,timeline_content_global,1935,"Lipman dies","Maxs family are devasted by the news that the elder brother Lipman dies.  Many of Lipmans and Maxs children remain in Woolwich but the elder generation has now gone.  Your community loses 1 health point and gains 2 participation points",2.73565,0.19718333333333332,N,NA,NA,NA
14814,12.404983520507812,20.099016666666667,The Town Centre,0.06672799587249756,51.492769718170166,0,373,0,message,P576,GA523,MSG43466,timeline_content_global,1940,"Road Signs are removed across Woolwich","All over Woolwich road signs have been removed and anybody asking directions is automatically suspect. Tales of spies and German parachutists dressed up in nun's clothes abound and young children play spies and track people as street games.  All community members lose 1 participation and knowledge point.",0.19718333333333332,0.17601666666666665,Y,0.12541666666666668,placeMember.start,5.166666666666667E-4
14814,12.407917976379395,20.275033333333333,The Town Centre,0.06672799587249756,51.492769718170166,0,373,0,message,P576,GA523,MSG43474,timeline_content_global,1940,"The Battle of Britain begins","Across Woolwich the sky is full of aircraft that look like toys. They move towards the centre of London. Some Barrage balloons catch fire. People watch the aerial battle above. Many of the bombs fall on the Arsenal and the Docks.  Huge fires can be seen up the river.  All community members lose 1 health and wealth point and gain 2 participation points.",0.17601666666666665,0.5064833333333333,N,NA,CommunitiesButton,0.09148333333333333
14814,12.416358947753906,20.78151666666667,The Town Centre,0.06679773330688477,51.49283945560455,0,380,0,message,P576,GA523,MSG43482,timeline_content_global,1941,"The Blitz causes families to hide","A night in the Anderson Shelter becomes nearly a nightly occurence, where huddled together community members sit, drinking condensed milk, gossiping and on a good night with a round of bacon sandwiches. Take care your are losing many members of your community in the blitz. All community lose 1 health point and gain 2 participation points.",0.5064833333333333,0.7821333333333333,Y,0.3595333333333333,NA,NA
14814,12.429394721984863,21.56365,The Town Centre,0.06738245487213135,51.492329835891724,0,317,0,message,P576,GA523,MSG43506,timeline_content_global,1942,"Life at war in Woolwich","Across Woolwich there are no streetlights. Pavement edges have been painted white so people can see where they are going. All windows are blacked out. Sugar, butter and meat is strictly rationed to four ounces per person per week. Everyone is issued with ration books, identity cards and gas masks. All communities lose 2 wealth points.",0.7821333333333333,0.49395,Y,0.165,NA,NA
14814,12.437626838684082,22.0576,The Town Centre,0.06791889667510986,51.492061614990234,0,284,0,message,P576,GA523,MSG43530,timeline_content_global,1944,"Bombs on Woolwich","The Garrison Church loses its stained glass windows as the bombing over Woolwich continues, many lives are lost as all your communities lose 1 health and wealth point.",0.49395,0.7569,N,NA,CommunitiesButton,0.4470166666666667
14814,12.450242042541504,22.8145,The Town Centre,0.06807446479797363,51.49194896221161,0,272,0,message,P576,GA523,MSG43538,timeline_content_global,1945,"The War is Over!","Communities across Woolwich celebrate as they hear the news that the war is over! All communities gain 2 health, wealth and participation points.",0.7569,0.2991333333333333,N,NA,NA,NA
